SMILES,fingerprint
O=C/C=C/c1ccc(cc1)C,00000371C0702000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A098023200800000008802285280000200002000000888000000C80820228011108020002080000889870080000E40000000000000008000000000000000000000000000
CC1(C)SC(C)(C)SC(S1)(C)C,00000371E07000006000000000000000000000000000000000002400000000000000000000000018040000000008008040000200000000080000000000000001000000100000000000000000000000000000000000002000000000000000000000000000000000000000000000000000000000
CC(C)CCOC(=O)Cc1ccccc1,00000371E0703000000000000000000000000000000000000000300000000000000000010000001A00000000000D00A09802320880000400880220D2080002000020000008880100008808203280151082200024C00108880788C8A08E00000000000000000000000000000000000000000000
C/C=C/CC/C=C/CCC(=O)OC,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000800808002020800000400880020D208000000002000000808010000080000100001000000000480000800020000000000000000000000000000000000000000000000000000
CCCCCCCCCCCCCCCC(=O)OCCC(C)C,00000371F0783000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A0800202080000040008000090080000000000000000000100000000001200000002000004000000000188C8A08800000000000000000000000000000000000000000000
CCSSSCC,00000371C06000006000000000000000000000000000000000000000000000000000000000000018040000000000008440008200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CCC(C)c1cnc(C)c(C)n1,00000371E07300000000000000000000000000000000000000002C0000000000000000018000001C00000000000D08C116042E8012081000A00114674400008024311220005800387008006042409100940000008000C040001000000A00000000000000000000000000000000000000000000
COC(=O)c1ccccc1N=Cc1ccccc1,00000371C0723000000000000000000000000000000000000000306000000000000000014000001E00000000000C08C1980632C882000400A80234F34C00820000240200088801206CD80826BA80B59980318066C00108E9C798C8208E00000000000200000000000000040000000000000000
CCC(=O)c1ccc[nH]1,00000371C0622000000000000000000000000000000160000000000000000000000000018000001E0010000000080CC196043E8092C99000A801B477440082802037022008D9A1B864D80820F2C095B1840108609000C8C9871881000000000000000000000000000000000000000000000000
CCCOc1cncc(n1)C,00000371C07320000000000000000000000000000000000000002C0000000000000000018000001E00000000000808E196062E8412081400A001146744040088241152200050003B70000640404001001F0800800000D000000000000000000000000000000000000000000000000000000000
CC[C@@H](C)C(=O)OCC,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A080020208000004000800009008000000000000000000010000000000100000000200000400000000000000000800000000000000000000000000000000000000000000
CCOC(=O)CC(C)SCC,00000371E0703000400000000000000000000000000000000000000000000000000000000000001A04000000000800A4C0028208000004080800009008000000000000100000010000000000102000000200000400002000000000000000000000000000000000000000000000000000000000
CC/C=C/CCO,00000371C0602000000000000000000000000000000000000000000000000000000000000000001A00000800000800A080020200000002008000204200000000002000000808000000080010000001000040000040000800020000000000000000000000000000000000000000000000000000
C=C(C)C1CCC(C)CC1OC(=O)C,00000371E0703000000000000000000000000000000000000000300000000000000000000000001A00000000000D14A08002020800000400880200D2080000000020000000000000000800000200010002000004C00000000180C0F00E00000000000000008000020000100000000000000000
C[C@@H]1CC[C@H](C(=O)C1)C(SC(=O)C)(C)C,00000371E0703000400000000000000000000000000000000000300000000000000000000000001A04000000000D0480C0000200000000080800801000000000000000100000010000000000122000000000000000002000010888C08E80000000000000008000000000000000000000000000
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,00000371E0703800000000000000000000000000000000000000000000000000000000000000001A00000000000814A080020208000004000800009008000000000000000000010000000100100000000200000500000200000000000000000000000000000000000000000000000000000000
CC1C=Cc2c1nccn2,00000371C07300000000000000000000000000000001000000002C0000000000000040018000001C00000000000D08C116042E8012081000A0013467440082802431122008D800387018086042C08100140000208000C8C8060000000C00000000000000000000000000000000000000000000
CC(C)C1=CCC(=CC1)C,00000371E0700000000000000000000000000000000000000000200000000000000000000000001800000000000D008000000200000000008002204200000000002000000008000000080000020001000000000080000800020000000C00000000000000000000000000000000000000000000
c1ccc(cc1)CCCc1cccnc1,00000371C07200000000000000000000000000000000000000003C400000000000000001C000001C00000000000C00C11A043C8092081000A0023067440082802031022008D8203864980820E2C09191842008608000C8C8071080C00E00000000000000000000000000000000000000000000
CCCC/C=C/C(=O)OCC,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000800A08002020800000400880020D208000000002000000808000000480004020021000210000080000821820000000000000000000000000000000000000000000000000000
CC(=O)OC(CCc1ccccc1)(C)C,00000371E0703000000000000000000000000000000000000000300000000000000000010000001A00000000000C44809800320880000400880220D2080002000020000008880000008808202280111082200024800008880780C0E00E00000000000000000000000000000000000000000000
CC(CC(=O)/C=C/C1C(=CCCC1(C)C)C)C,00000371E0782000000000000000000000000000000000000000200000000000000000000000001A00000000000F048080000200000000008802A05200000000002000000808010000480000120001000000000080000801830080000F80000000000000000000000000000000000000000000
CC(C)C(=O)OCc1ccccc1,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000000000D00A09802320880000400880220D2080002000020000008880100088808262280311882300024C00108A80780C0200E00000000000000000000000000000000000000000000
OC1C[C@H]2C([C@]1(C)CC2)(C)C.C=CC(CCC=C(C)C)C.C=CCc1ccc(c(c1)OC)OC.OC/C=C(\CCC=C(C)C)/C.O=C/C=C(\CCC=C(C)C)/C,00000371F07C3800000000000000000000000000000183000000306000000000000000010000001A00000800000F14A098023206800006008802285280000208002020000888000688C80D362284311A80702224C0110AB90780C0F00FA000010000004000C00002000010800180000C000000
CCCCCCCCCCCCCCCO,00000371F0702000000000000000000000000000000000000000000000000000000000000000001A00000800000800A0800202000000020000000000000000000000000000000000000000100200000000400004000000000180C0A00000000000000000000000000000000000000000000000
CC(C)CC(Cc1ccccc1)O,00000371E0702000000000000000000000000000000000000000300000000000000000010000001A00000800000D14A0980232008000020080022042000002000020000008880000008808302280111080600024C00108880780C0E00E00000000000000000000000000000000000000000000
CC12CCCC3(CC1)C2(C)CCC1C3(C)O1,00000371E0702000000000000000000000001200000180000000306000000688000060C00000001A00000000000E54A0800202000000040000000000000000000000000000000000000000000200000002000004000000000180C0F00F80000000000000004000060000300001000008000000
CCC(c1nccs1)C,00000371C0620000400000000000000000000000000160000000000000000000000000018000001C04000000000D00C54204AE8112081008A4001027440000F0A0510A3848400C382000000000208000040000000000A000000000000800000000000000000000000000000000000000000000
CC1(C)COC2C(C1(C)C)C1CCCCC1CC2,00000371E0782000000000000000000000000000000000000000346080000000000000D00000001A00000000000F14A0800202000000040000000000000000000000000000000000000000000200000002000004000000000180C0F00F80000000000000004000060000300000000000000000
O=C/C=C(\CCC=C(C)C)/C,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000000000C00A080020200000000008802285280000000002000000008000000480000020001000000000080000801020000000000000000000000000000000000000000000000000000
CC1=CCC(CC1)C(C)C=O,00000371E0702000000000000000000000000000000000000000200000000000000000000000001A00000000000D00A080020200000000008802285280000000002000000008010000080000120001000000000080000800030888408E80000000000000000000000000000000000000000000
CCCCC/C=C(\C)/C=O,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000000000C00A080020200000000008802285280000000002000000008010000480000020001000000000080000801830000000000000000000000000000000000000000000000000000
CCCCCCC(C(=O)C)CO,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000800000D04A0800202000000020008008010000000000000000000000100000000101600000000400004200000000188C8E08E00000000000000000000000000000000000000000000
CCn1cccc1C=O,00000371C0622000000000000000000000000000000160000000000000000000000000018000001E00000000000808E196063E80930C1000A8013C77C40082802037022008D821B864D80820F2C095B1840108608000C8C9861801000000000000000000000000000000000000000000000000
O=C1C=C2C(C3([C@H]1C[C@@H](O)[C@H](C3)O)C)CCC1(C2(O)CCC1C(=O)C)C,00000371E0783800000000000000000000000000000180000000306080000000000060800000001A00000800000F54A080020200000002008802A05200000000002000000008010000480114120001000050000480000911038ACCF0CF8000000000000000C00006000030800180000C000000
C=CCC(C)O,00000371C0602000000000000000000000000000000000000000000000000000000000000000001A00000800000814A0800202000000020080002042000000000020000008000000000800100000010000400000C0000000000000000000000000000000000000000000000000000000000000
c1ccc(cc1)C(=Nc1ccccc1C(=O)O)O,00000371C0723000000000000000000000000000000000000000306000000000000000014000001E00100800000C0881980030C882C00200880225D25800820000250200088801006CC808263AC0959184718866D401C8D9C798C8208E00000000000200000000000000040000000000000000
CC1(C)CC(C)(C=O)C2=CCCCC12,00000371E0702000000000000000000000000000000180000000200000000000000040000000001A00000000000F00A080020200000000008802285280000000002000000008010000080000120001000000000080000800030888C08F80000000000000000000000000000001000008000000
CCCC(C(=O)CCC)O,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000800000814A080020200000002000800801000020000000000000000014000000010120000000040000400000000018880800000000000000000000000000000000000000000000000
[NH4+].[NH4+].[S-2],00000371C00300004000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
CC(C)CC(=O)OC,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000000000D008080020208000004000800009008000000000000000000010000000000100000000000000400000000000000000800000000000000000000000000000000000000000000
C/C(=C\CC1CC=C(C)C1(C)C)/C(C)O,00000371E0702000000000000000000000000000000100000000000000000000000000000000001A00000800000F14A080020200000002008002204200000000002000000008000000080014020001000050000080000810030000000F80000000000000000000000000000000000000000000
CC(=C1CC2C(=CC(CC(C)C2C1)OC=O)C)C,00000371E0783000000000000000000000000000000180000000000000000400000000800000001A00000000000D14A0800302080000040088022042880000000020000000080000000800040200210000100004800008200380C0F00E80000000000000000000000000000000000008000000
O=C1CSCC1,0000037180602000400000000000000000000000000120000000000000000000000000000000001A0400000000080484C0008000000000080800801000000000000000100000010000000000002000000000000000002000000000000000000000000000000000000000000000000000000000
O=C(Cc1ccccc1)OCC1CCCO1,00000371E0703000000000000000000000000000000120000000300000000000000000010000001A00000000000C14A09802300880000400880220D2080002000020000008880100008809203280151082200024C0010A880788E8A88E00000000000000000000000000000000000000000000
COC1(C)CCCCCCCCCCC1,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000000000C4480800202000000040000000000000000000000000000000000000000000200000000000004000000000180C0E00E00000000000000000000000000000000000000000000
CCC(=CCCC(=CC#N)C)C,00000371E0720000000000000000000000000000000000000000000000000000000000000000001C00000000000C008100000200000000009006204200002000002000000008000000080000020001000000000080000800020000000000000000000000000000000000000000000000000000
OCC1CCC=CC1,00000371C0602000000000000000000000000000000000000000200000000000000000000000001A00000800000D00A080020000000002008000204200000000002000000808000000080010020001000040000480000800038000000E00000000000000000000000000000000000000000000
CCCCOC(=O)C(O)C,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000800000814A080020208000006000800009008020000000000000000014000000110000000000200000400000300000000000000000000000000000000000000000000000000000000
Cc1cnc(C)s1,0000037180620000400000000000000000000000000160000000000000000000000000018000001C04000000000800C152042E8112081008A4001067440000F0A051083840500C384000000000400100040000000000E000000000000000000000000000000000000000000000000000000000
C=CCC(C=C(C=O)CC)CC,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A080020200000000008802285280000000002000000808010000480000120001000000000080000801820000000A00000000000000000000000000000000000000000000
Cc1ccc2c(c1)CCCN2,00000371C07200000000000000000000000000000000000000003C4000000000000000B10000001C00100000000C08C1180432C082C00000800224424000820000210200088880086488082022C09191842008609000C8C8071080C00E08000200000200001000040000040000000000000000
CC(=O)OC(C)(C)C,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000000000C448080000208000004000800009008000000000000000000000000000000000000000200000000000000000000000000000000000000000000000000000000000000000000
CC(CCCC(C)C)CCCC(CCCC(=O)C)C,00000371F0782000000000000000000000000000000000000000000000000000000000000000001A00000000000D048080000200000000000800801000000000000000000000010000000000120000000000000000000000010888C08E00000000000000000000000000000000000000000000
CC(C)C12CC2C(C)C(=O)C1,00000371E0702000000000000000000000001800000180000000300000000000000000000000001A00000000000F048080000200000000000800801000000000000000000000010000000000120000000000000000000000010888C08F80000000000000008000000000000001000008000000
O=Cc1ccc(c(c1)OC(C)C)O,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000800000C14A098023206800006008802285280000208002420000888010688C80D263286351A827923A4C0110BB9878ACC10CE20000100000040004000020000008000000000000000
Oc1cccc(c1)O,0000037180603000000000000000000000000000000000000000300000000000000000010000001A0000080000080480900030068000020080002042000002000020200008880006088808272282111280700025C0150898078060040000000008000000000000001000000000000000000000
CC(=CCC/C(=C/CC/C(=C/COC(=O)C)/C)/C)C,00000371E0783000000000000000000000000000000000000000000000000000000000000000001A00000000000C00A08002020800000400880220D208000000002000000008000000080004020021000210000080000820020000000000000000000000000000000000000000000000000000
CCOC(=O)C(CC)C,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A080020208000004000800009008000000000000000000010000000000100000000200000400000000000000000800000000000000000000000000000000000000000000
CCC(C)(C)C1CCC(=O)CC1,00000371E0702000000000000000000000000000000000000000300000000000000000000000001A00000000000F048080000200000000000800801000000000000000000000010000000000120000000000000000000000010888C08F80000000000000000000000000000000000000000000
COC(=O)CC(=O)OC,00000371C0603800000000000000000000000000000000000000000000000000000000000000001A000000000008008080020208000004000800009008000000000000000000010000000000040800000000000120000000000000000000000000000000000000000000000000000000000000
CC(C1CCC(=O)C=C1)C,00000371C0702000000000000000000000000000000000000000200000000000000000000000001A00000000000D048080000200000000008800A05200000000002000000808010000480000120001000000000080000801830888400E80000000000000000000000000000000000000000000
CCOc1ccc2c(c1)cccc2,00000371C0702000000000000000000000000000000000000000306000000000000000C15000001A00000000000C04A098023206C00004008002204200000208002020000888000608880C262284311A823820A4C01108A80780C0B00EA0000100001000004000020000200000000000000000
C/C=C/C=C/COC(=O)CCC,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000800A08002020800000400880020D2080000000000000008080100000008041000210002100004000000A0000000000000000000000000000000000000000000000000000000
CC(C)CC1C2CCCC=C2C(=O)O1,00000371E0703000000000000000000000000000000120000000200000000000000040000000001A00000000000D14A08002020800000400880220D2080000000020000000080100004800041200210002100004C0000821838AC8E08E00000000000000000000000000000000000000000000
CC1CC(=O)C(=C1C)O,00000371C0603000000000000000000000000000000100000000000000000000000000000000001A00000800000D048080000200000002008802805000020000002020000008014000480000120000000040000480000801038840000E00000000000000000000000000000000000000000000
CC(C)c1ccc2c(cccn2)c1,00000371C07200000000000000000000000000000000000000003C4000000000000000B1F000001C00000000000D08C11E043EC0F2081000A0033467440082802031022008D8203864980820E2C09191842008608000C8C8071080C00E88000200000200001000040000040000000000000000
CC1CCC2C3(CCC4C(C4(C)C)C13C)O2,00000371E0702000000000000000000000001A20000000000000306000000688000000C00000001A00000000000F54A0800202000000040000000000000000000000000000000000000000000200000002000004000000000180C0F00F8000000000000000C000060000300000000000000000
CC(C)OCCOC(=O)c1ccccc1O,00000371E0703800000000000000000000000000000000000000300000000000000000010000001A00000800000C14A09802320E80000600880220D208000200002420000888010608C809273682351A82714025E0110AB98788C8208E00000000000800000000000000100000000000000000
C/C=C/C=C/C=C/C=C/CCCCCCO,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000800000800A0800202000000020080002042000000000020000008080000000808100200010000400004800008800380C0200000000000000000000000000000000000000000000000
CCCCCCCC1CC=CC(=O)O1,00000371E0703000000000000000000000000000000000000000200000000000000000000000001A00000000000814A08002020800000400880020D2080000000020000008080000004800040200210002100004C00008218380C0A00000000000000000000000000000000000000000000000
OC/C(=C\CCC1(C)C2CCC(C1=C)C2)/C,00000371E0702000000000000000000000000000000183000000300000000000000000000000001A00000800000F00A080020200000002008002204200000000002000000008000000080014020001000050000080000810030080C00F80000000000000000000040000200001000008000000
CC1(C)[C@H]2CC=C(CO)[C@@H]1C2,00000371E0702000000000000000000000000000600000000000204000000000000000000000001A00000800000F00A0800202000000020080022042000000000020000000080000000800140200010000500004800008100380C0700F80000000000000000000000000000000000000000000
O=C1CCC2=C(O1)CCCC2,00000371C0703000000000000000000000000000000000000000204000000000000000900000001A00000000000C04808000000800000400880200D0080000080020200000080100000800001200000002000004800008000388C8A08000000000000000000000000000000000000000000000
O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,00000371E0702000000000000000000000000000000183000000300000000000000000000000001A00000000000F048080000200000000000800801000000000000000000000010000000000120000000000000000000000010888C08F80000000000000008000000000000001000008000000
CC(=CCCC(=O)C)CCC=C(C)C,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000000000C048080000200000000008802A05200000000002000000008010000080000120001000000000080000800020000000000000000000000000000000000000000000000000000
CCOC(=O)CCCCSC,00000371E0703000400000000000000000000000000000000000000000000000000000000000001A04000000000800A4C0028208000004080800009008000000000000100000010000000000122000000200000400000000008800000000000000000000000000000000000000000000000000
CC1=C(CCC(=O)C)C(C)(C)CC=C1,00000371E0702000000000000000000000000000000000000000200000000000000000000000001A00000000000E048080000200000000008802A05200000000002000000808010000080800120001000000000080000880030888C08F00000000000000000000000000000000000000000000
CCOC(=O)C(CC(=O)OCC)(CC(=O)OCC)O,00000371E0703800000000000000000000000000000000000000000000000000000000000000001A00000800000C44A08002020800000600080000900802000000000000000001400000010016000000024000052000030000CB26080A00000000000000000000000000000000000000000000
OCCOc1ccc(cc1N)N.Cl.Cl,00000371C0733000060000000000000000000000000000000000300000000000000000010000001E0010080000080CA1900230C680400600800024424000820800202200088800076C880F362284F1DB833820E4D0110BE807B040000000400000040010000080000008002000000000000000
CC(c1ccc(cc1)C1OCCO1)(C)C,00000371E0703000000000000000000000000000000120000000300000000000000000010000001A00000000000E00B09803320880000400800220420000020000200000088800000888192622803118A2300024C0010EA80780C0F00FC0000000000000008000000000000000000000000000
O=CCc1c(C)ccc2c1cccc2,00000371C0702000000000000000000000000000000000000000306000000000000000C15000001A00000000000C00A098023200C00000008802285280000200002000000888010000880820328015108020002080000888070888C08EC0000200001000008000040000200000000000000000
CCCC1CC(C)CC(=O)C1,00000371E0702000000000000000000000000000000000000000300000000000000000000000001A00000000000D048080000200000000000800801000000000000000000000010000000000120000000000000000000000010888C08E00000000000000000000040000000000000000000000
CCCCCCCCOC(=O)/C=C/C,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000800A08002020800000400880020D2080000000000000008080000004000040200210002100004000000218180C0A00000000000000000000000000000000000000000000000
c1ccc(cc1)CCCOC(=O)Cc1ccccc1,00000371E0783000000000000000000000000000000000000000306000000000000000014000001A00000000000C00A09802300880000400880220D2080002000020000008880100008808203280151082200024C00108880788C8A08E00000000000000000000000000000000000000000000
CC1CCCC2(CCC(=O)O2)C1,00000371E0703000000000000000000000000000000120000000300000000000000000000000001A00000000000D448080000208000004000800009008000000000000000000010000000000120000000200000400000000018AC8F08E00000000000000000000060000000000000000000000
Cc1ccccc1SSC,00000371C0700000600000000000000000000000000000000000300000000000000000010000001804000000000C00805800B201800000008002204200000600002000000888180000880820228011108020002080000888070080000E00000000000400000000000000080000000000000000
CCCCC[C@H](C)CCC(=O)O,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000800000D0080800002080000020008000090080000000000000000000100000000001200000000400004000000000188C8E08E00000000000000000000000000000000000000000000
CCCCCC(=O)OC(C)(C=C)CCC=C(C)C,00000371E0783000000000000000000000000000000000000000000000000000000000000000001A00000000000C44808000020800000400880220D208000000002000000808010000080004120021000200000480000820038848000C00000000000000000000000000000000000000000000
CCCSSC,00000371C06000006000000000000000000000000000000000000000000000000000000000000018040000000008008440008200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
O=Cc1ccc(cc1O)C,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000800000C04A098023206800002008802285280000200002420000888010608C808263682151280714024E01108998788C8308E40000100000800008000020000100000000000000000
CCOC(C(C)C)OCC,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000D00B080030208000004000000000000000000000000000000000000001000000000002200000000000400000000000000000000000000000000000000000000000000000000
CCOC(=O)/C=C/C,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000000000800A08002020800000400880020D208000000000000000808000000400004000021000210000000000021800000000000000000000000000000000000000000000000000000
COC(=O)c1ccccc1/N=C/C(Cc1ccc(cc1)C(C)(C)C)C,00000371E07A3000000000000000000000000000000000000000306000000000000000014000001E00000000000F08C1980632C882000400A80234F34C00820000240200088801306CC808263A80B59980318066C00108E9C798C8E08FC0000000000200008000000000040000000000000000
CC1=C(C=C(C)C(C)O)C(C)(C)CCC1,00000371E0702000000000000000000000000000000000000000200000000000000000000000001A00000800000E14A080020200000002008002204200000000002000000008000000080814020001000050000080000890030080C00F00000000000000000000000000000000000000000000
CC1CC(C(C)O1)SC(=O)C,00000371C0703000400000000000000000000000000120000000000000000000000000000000001A04000000000814A4C0028200000004080800001000000000000000100000000000000000022000000200000400002000018000000000000000000000000000000000000000000000000000
CC(C1c2cc(C(=O)C)c(cc2C(C1C)(C)C)C)C,00000371E0782000000000000000000000000000000180000000300000000000000060010000001A00000000000F048098003200800000008802A05200000200002400000088010000C80820328015108021002080000889870888C08FC0000200001000008000040000200001000008000000
C/C=C(/C(=O)OCCC(CCC=C(C)C)C)\C,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A08002020800000400880220D208000000002000000008010000480004020021000210000480000821838040000E00000000000000000000000000000000000000000000
CCCC/C=C/CC(=O)O,00000371C0703000000000000000000000000000000000000000000000000000000000000000001A00000800000800808000020800000200880020D2080000000020000008080100000800000200010000400000C0000800020000000000000000000000000000000000000000000000000000
CCCCCC(=O)C(=O)C,00000371C0703000000000000000000000000000000000000000000000000000000000000000001A000000000008048080000200000000000800801000000000000000000000010000000000120000000000000000000000010888808000000000000000000000000000000000000000000000
CC(C)CCCC(C)(C)O,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000800000D4480800002000000020000000000000000000000000000000000000000000200000000400004000000000180C0500C00000000000000000000000000000000000000000000
c1ccc(cc1)COC=O,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A0980330088000040088022042880002000020000008880000088808262280311880300024C00108A80780C0200E00000000000000000000000000000000000000000000
CC1(C)C2CCC1(C)C(C2)C1CCC(CC1)O,00000371E0782000000000000000000000000000000183000000306000000000000000000000001A00000800000F14A0800202000000020000000000000000000000000000000000000000100200000000400004000000000180C0F00F8000000000000000C000040000200001000008000000
COc1cc(OC)ccc1C(=O)O,00000371C0703800000000000000000000000000000000000000300000000000000000010000001A00000800000C04809802320E80000600880220D208000208002420000888010608C80C273684351A80716025E01508B98788EC2CCE20000008000800004000001000100000000000000000
CC(C)CCCCC=O,00000371E0702000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A080020200000000000800081080000000000000000000010000000000120000000000000000000000010888408C00000000000000000000000000000000000000000000
CCCCCCCCCCCC(OCC)OCC,00000371F0783000000000000000000000000000000000000000000000000000000000000000001A00000000000800B0800302080000040000000000000000000000000000000000000010000200000022000004000004000180C0A00000000000000000000000000000000000000000000000
CC/C=C/CCOC(OCC)C,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000800B080030208000004008000204200000000002000000808000000081000000001002200000040000C00020000000000000000000000000000000000000000000000000000
COC(=O)CCCCCCCC(=O)OC,00000371E0703800000000000000000000000000000000000000000000000000000000000000001A0000000000080080800202080000040008000090080000000000000000000100000000001200000000000004000000000188C8A08000000000000000000000000000000000000000000000
CCCC(=O)OC1CC(C)CCC1C(C)C,00000371E0703000000000000000000000000000000000000000300000000000000000000000001A00000000000D14A0800202080000040008000090080000000000000000000100000000001200000002000004000000000180C0F00E80000000000000008000020000100000000000000000
Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,00000371E0783C000000000000000000000000000000000000003460C1000000000000915000001A00000800000C14A09802300E80000600880220D208000208002420000088010688C80D273286351A827921A5C0150BB987CAECFCCE20000108000840004000021000108000000000000000
CCC(=O)/C=C/c1ccc(cc1)OC,00000371C0703000000000000000000000000000000000000000300000000000000000010000001A00000000000C048098023206800004008802A05200000208002020000888010608C80C262284311A80302024C01108A98780C0000E20000000000000004000000000000000000000000000
CC(CCOCc1ccccc1)C,00000371E0702000000000000000000000000000000000000000300000000000000000010000001A00000000000D00A0980232008000040080022042000002000020000008880000088808262280311882300024C00108A80780C0200E00000000000000000000000000000000000000000000
CCc1nccnc1CC,00000371C07300000000000000000000000000000000000000002C0000000000000000018000001C00000000000808C116042E8012081000A00114674400008024311220085800387008006042408000140000200000C848030000000000000000000000000000000000000000000000000000
O=CC(=CCC1C(=CCCC1(C)C)C)C,00000371E0702000000000000000000000000000000000000000200000000000000000000000001A00000000000F00A080020200000000008802285280000000002000000008010000480000020001000000000080000801830080000F80000000000000000000000000000000000000000000
C[C@@H]1CC[C@@]23C[C@H]1C(C)(C)[C@@H]3CC/C/2=C/C(=O)C,00000371E0782000000000000000000000000000000183000000300000000600180000C00000001A00000000000F048080000200000000008802A05200000000002000000008000000480000020001000000000080000801030080C00F80000000000000008000040000200001000008000000
Cc1cncc(n1)C,00000371C06300000000000000000000000000000000000000002C0000000000000000018000001C00000000000808C116042E8012081000A00114674400008024111220005000387000004040400100140000000000C000000000000000000000000000000000000000000000000000000000
CC(C)(C)c1cccc2c1cccn2,00000371C07200000000000000000000000000000000000000003C4000000000000000B1F000001C00000000000E08C11E043EC0F2081000A0033467440082802031022008D8203864980820E2C09191842008608000C8C8071080C00F80000040001200000000008000240000000000000000
CCCCC1OC(C)CC(=C1)C,00000371E0702000000000000000000000000000000000000000200000000000000000000000001A00000000000C14A0800202000000040080022042000000000020000000080000000800040200210002100004C0000820038000000000000000000000000000000000000000000000000000
C1CCCCCc2c(CCCC1)nco2,00000371E0722000000000000000000000000000000160000000000000000000000000018000001E0000000000080C819606048412081440A8018471D4040088203B6020005801BD40080620124490228D002024840058480398C8A08000000000000000000000000000000000000000000000
O=C(Cc1ccccc1)OC/C=C(\CCC=C(C)C)/C,00000371E0783000000000000000000000000000000000000000300000000000000000010000001A00000000000C00A09802320880000400880220D2080002000020000008880100008808243280351082300024C00108A80788C8A08E00000000000000000000000000000000000000000000
CC(=O)OC(C1CCC(=CC1)C)(C)C,00000371E0703000000000000000000000000000000000000000200000000000000000000000001A00000000000D44808000020800000400880220D2080000000020000000080000000800000200010002000004800008000380C0400E80000000000000000000000000000000000000000000
CCCCCC(=O)OC/C=C/CCC,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000800A08002020800000400880020D208000000002000000808010000080004120021000210000480000820038848000000000000000000000000000000000000000000000000
C=CC(C)(CCC=C(C)C)OC(=O)N(C)C,00000371E0723000000000000000000000000000000000000000000000000000000000000000001E00000000000C448080040208030004008802204218000000002000000808000800080004020021000800000482000820020000000C00000000000000000000000000000000000000000000
CC[C@H](C)C(=O)OCC,00000371C0603000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A080020208000004000800009008000000000000000000010000000000100000000200000400000000000000000800000000000000000000000000000000000000000000
O=C1C=COC1C,0000037180603000000000000000000000000000000100000000000000000000000000000000001A00000000000814A080020200000004008800A052000200080020200008000140004800000000000400000000C0000000800000000000000000000000000000000000000000000000000000
CC(C)C1CC=C(C)c2ccc(C)cc12,00000371E0700000000000000000000000000000000000000000304000000000000000810000001800000000000D008018003200800000008002204200000200002000000888000000880820228011108020002080000888070080C00EC0000200001000008000040000200000000000000000
CC/C=C\CC(OC(=O)C)C,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000814A08002020800000400880020D2080000000020000008080000000800000000010002000000C0000800020000000000000000000000000000000000000000000000000000
CCCCC=CCOC(=O)CC(C)C,00000371E0703000000000000000000000000000000000000000000000000000000000000000001A00000000000D00A08002020800000400880020D208000000002000000808010000080004120021000210000480000820020000000800000000000000000000000000000000000000000000
